prof_id,title
Product Development Manager,Product Development Manager
Technical manager,Technical manager
Head of the Secretariat of the United Nations Science-Policy-Business Forum on the Environment,Head of the Secretariat of the United Nations Science-Policy-Business Forum on the Environment
Osaivbie Global Foundation,Osaivbie Global Foundation
Assistant Merchandiser,Assistant Merchandiser
Global education influencer,Global education influencer
"Training Consultant, Coach, Coach Supervisor","Training Consultant, Coach, Coach Supervisor"
DGNB Auditor,DGNB Auditor
Gestione aziendale,Gestione aziendale
Head of Managerial and Soft Skills,Head of Managerial and Soft Skills
Consultant & Trainer,Consultant & Trainer
MD,MD
Vice President Methodologies,Vice President Methodologies
CFO,CFO
Chairman & Founder,Chairman & Founder
Co-Director,Co-Director
Sales Director,Sales Director
Founder & Strategic Advisor,Founder & Strategic Advisor
Growth and Partnerships,Growth and Partnerships
Senior Engineering Project Manager,Senior Engineering Project Manager
Guest Lecturer,Guest Lecturer
Water Insight Expert and Consultant,Water Insight Expert and Consultant
Chairman and Managing Director,Chairman and Managing Director
Head of 1t.org,Head of 1t.org
Co-founder / CEO,Co-founder / CEO
"Disability Specialist, Human Resources, Employee Relations and Inclusion and Equality consultant","Disability Specialist, Human Resources, Employee Relations and Inclusion and Equality consultant"
Demonstrations Project Officer,Demonstrations Project Officer
COO and Principal / Founder,COO and Principal / Founder
"Head, UNSSC Knowledge Centre for Sustainable Development","Head, UNSSC Knowledge Centre for Sustainable Development"
"Senior Executive Coach, Organisational Consultant, & Mediator","Senior Executive Coach, Organisational Consultant, & Mediator"
Head of Brand,Head of Brand
"Senior Vice President, Renewables and Power Grids, North America","Senior Vice President, Renewables and Power Grids, North America"
Professor of Practice in Sustainability & Leadership,Professor of Practice in Sustainability & Leadership
Project Officer AGORA | A Gathering place to cO-design and co-cReate Adaptation,Project Officer AGORA | A Gathering place to cO-design and co-cReate Adaptation
Contributing Member,Contributing Member
Specialist in Sustainable Finance & Climate Change Modelling,Specialist in Sustainable Finance & Climate Change Modelling
Founder / President,Founder / President
International Contemporary Artist,International Contemporary Artist
Porter of Tibetan Plateau,Porter of Tibetan Plateau
Head IMC (Strategies & Initiatives),Head IMC (Strategies & Initiatives)
Chairman and Owner,Chairman and Owner
Human Rights and Anti-Corruption Expert,Human Rights and Anti-Corruption Expert
Experto Evaluador para el programa Horizonte Europa,Experto Evaluador para el programa Horizonte Europa
"Consultant, Coach & CEO","Consultant, Coach & CEO"
Member - Nature Finance Council,Member - Nature Finance Council
Corporate Sustainability Delivery Manager - Z-EUR,Corporate Sustainability Delivery Manager - Z-EUR
Dean of the School of Agricultural and Environmental Sciences,Dean of the School of Agricultural and Environmental Sciences
Global Sustainability and Climate Emergency Action Master-plan,Global Sustainability and Climate Emergency Action Master-plan
Climate Finance Policy Coordinator,Climate Finance Policy Coordinator
Developer,Developer
Head of Marketing,Head of Marketing
Strategy Consultant,Strategy Consultant
Jury Member and Ambassador,Jury Member and Ambassador
Grundare och delägare,Grundare och delägare
Independent Non-Executive Director and Member Sustainability Committee,Independent Non-Executive Director and Member Sustainability Committee
VP of Sales & Marketing,VP of Sales & Marketing
Head of Global Policies,Head of Global Policies
titolare studio,titolare studio
Senior Director Global Market Development EMEA | ESG,Senior Director Global Market Development EMEA | ESG
Founder/owner,Founder/owner
Head of Sustainability Consulting,Head of Sustainability Consulting
Global VP- Sustainability,Global VP- Sustainability
Director Energy and Sustainability,Director Energy and Sustainability
Foundation Partership Manager,Foundation Partership Manager
Freshwater Strategy Specialist,Freshwater Strategy Specialist
co-Founder | manager,co-Founder | manager
Industrial Africa Co-Lead,Industrial Africa Co-Lead
"Bereichsleiter Marketing, Kommunikation & Fundraising, Mitglied der Geschäftsleitung","Bereichsleiter Marketing, Kommunikation & Fundraising, Mitglied der Geschäftsleitung"
"Founder & Managing Director - Senior Expert, Climate Adaptation, Knowledge and Innovation Brokering","Founder & Managing Director - Senior Expert, Climate Adaptation, Knowledge and Innovation Brokering"
Ex DGA ( EXT&AR) PUNJAB,Ex DGA ( EXT&AR) PUNJAB
"Chairman, Ethical Sourcing and Compliamce","Chairman, Ethical Sourcing and Compliamce"
Elevassistent,Elevassistent
CEO and founder,CEO and founder
Research Coordinator,Research Coordinator
Executive Assistant to CEO,Executive Assistant to CEO
Enterprise Accounts,Enterprise Accounts
Industrial Designer,Industrial Designer
Manager - Green Industry Platform,Manager - Green Industry Platform
Programme Specialist / Provincial Programme Coordinator - Punjab,Programme Specialist / Provincial Programme Coordinator - Punjab
"VP, Sustainable Finance & ESG","VP, Sustainable Finance & ESG"
Chief Delivery Officer,Chief Delivery Officer
Community Relations / Coordinator,Community Relations / Coordinator
Generel partner,Generel partner
Chief Advisor and Legal Team Leader,Chief Advisor and Legal Team Leader
Director & DoP,Director & DoP
National GHG data Analyst,National GHG data Analyst
Associate Professor (准教授),Associate Professor (准教授)
Chairman of the Board,Chairman of the Board
Crew,Crew
Global Key Account Manager,Global Key Account Manager
Member Board of Trustees,Member Board of Trustees
Training Facilitator for Holistic Visions,Training Facilitator for Holistic Visions
Hållbarhetschef Interim,Hållbarhetschef Interim
Diretor Proprietário,Diretor Proprietário
Chair for EAST ASIA Regional Chapter,Chair for EAST ASIA Regional Chapter
Leg Arbetsterapeut,Leg Arbetsterapeut
Founder and People Growth Expert,Founder and People Growth Expert
"Co-Chair, Decentralized Treasury Working Group","Co-Chair, Decentralized Treasury Working Group"
Founder of rematters - textile recycling solutions,Founder of rematters - textile recycling solutions
ESG | RI | Sustainable finance | Impact,ESG | RI | Sustainable finance | Impact
Net Zero Carbon Global Director (including Renewable Energy),Net Zero Carbon Global Director (including Renewable Energy)
"Global Head of Sustainable Finance & Impact investing, Executive Director","Global Head of Sustainable Finance & Impact investing, Executive Director"
Global Customer Service Process Manager,Global Customer Service Process Manager
Senior ESG Consultant,Senior ESG Consultant
Affärsområdeschef,Affärsområdeschef
Independent Board Director,Independent Board Director
Member Of The Supervisory Board,Member Of The Supervisory Board
TransActive Energy Generations / EV Charging Stations,TransActive Energy Generations / EV Charging Stations
Chief Government Affairs Officer,Chief Government Affairs Officer
Directeur,Directeur
"HSE & Energy Manager, Owner","HSE & Energy Manager, Owner"
Senior Lecturer,Senior Lecturer
Director Climate Risk & Resilience,Director Climate Risk & Resilience
Founder and Chief Executive Officer,Founder and Chief Executive Officer
Principal Owner,Principal Owner
Chairman and Founding Director,Chairman and Founding Director
Manager - ESG and Sustainability,Manager - ESG and Sustainability
"Corporate Newsroom: Head of Content & Editor-in-chief, Group Media Spokesperson","Corporate Newsroom: Head of Content & Editor-in-chief, Group Media Spokesperson"
Founding Director,Founding Director
Social Media Strategies Manager,Social Media Strategies Manager
Bring Sustainability to the Strategic level,Bring Sustainability to the Strategic level
Presidente del Comité internacional del Corredor Biológico Mundial,Presidente del Comité internacional del Corredor Biológico Mundial
Member of the Task Force on Digitalization in Energy of the Group of Experts on Energy Efficiency,Member of the Task Force on Digitalization in Energy of the Group of Experts on Energy Efficiency
CEO der künftigen NIXDORF Kapital Vertriebs GmbH,CEO der künftigen NIXDORF Kapital Vertriebs GmbH
Ambassador of WORTH Partnership Project,Ambassador of WORTH Partnership Project
General Partner & CEO,General Partner & CEO
Ledningsutbildare organisationsutveckling,Ledningsutbildare organisationsutveckling
Quality Coordinator,Quality Coordinator
IDC Staff Instructor,IDC Staff Instructor
Head of Climate - International Development Services,Head of Climate - International Development Services
Innovation Consultant,Innovation Consultant
Advisor and Board of Directors,Advisor and Board of Directors
"Director, NYU Stern Center for Sustainable Business","Director, NYU Stern Center for Sustainable Business"
Sustainability Coordinator,Sustainability Coordinator
Head of Climate and Circular,Head of Climate and Circular
"Systems Change & Impact Advisor, Transformational Coach, Speaker, Former Attorney, EarthKeeper","Systems Change & Impact Advisor, Transformational Coach, Speaker, Former Attorney, EarthKeeper"
Property Manager,Property Manager
"Manager, Sustainability Programs","Manager, Sustainability Programs"
Consultant Technical Director,Consultant Technical Director
Circular Economy,Circular Economy
Fuldmægtig,Fuldmægtig
Founder/Chief Technology Officer,Founder/Chief Technology Officer
Risk & Data Integration Consultant,Risk & Data Integration Consultant
Real Estate Agent,Real Estate Agent
Conseil et Formation RSE - QHSE,Conseil et Formation RSE - QHSE
Principal Consultant,Principal Consultant
Director Sustainability Solutions,Director Sustainability Solutions
President dsm-firmenich North America General Counsel dsm-firmenich Americas,President dsm-firmenich North America General Counsel dsm-firmenich Americas
Chief Executive Officer at CarbonEES (Carbon and Energy Efficiency Services),Chief Executive Officer at CarbonEES (Carbon and Energy Efficiency Services)
Business Development Director Industrial Europe,Business Development Director Industrial Europe
Geschäftsführer / Inhaber (owner),Geschäftsführer / Inhaber (owner)
R&D Chemist,R&D Chemist
GWEC Executive Board member,GWEC Executive Board member
Author & Founder,Author & Founder
Executive Director / Geschäftsführer,Executive Director / Geschäftsführer
Vice-President Sales and Marketing,Vice-President Sales and Marketing
Climate change specialist,Climate change specialist
Inventor,Inventor
Strategic Communications Consultant,Strategic Communications Consultant
Koncerncontroller Hållbarhet,Koncerncontroller Hållbarhet
